"stno","2013-06-01","2013-06-02","2013-06-03","2013-06-04","2013-06-05","2013-06-06","2013-06-07","2013-06-08","2013-06-09","2013-06-10","2013-06-11","2013-06-12","2013-06-13","2013-06-14","2013-06-15","2013-06-16","2013-06-17","2013-06-18","2013-06-19","2013-06-20","2013-06-21","2013-06-22","2013-06-23","2013-06-24","2013-06-25","2013-06-26","2013-06-27","2013-06-28","2013-06-29","2013-06-30"
"466880","0","0","-9998","27.7","4.5","0.5","0","0","0.5","14","16","20.5","0","3","-9998","0.5","-9998","0.5","0","0","0","1.3","43","0.5","0","0","0","0","0","-9998"
"466900","0","0","0","10.5","1.5","0","0","0","0","11","13.5","11","0","1.5","0","0.5","0","0","0","0","0","0","11","1","0","0","0","0","0","0"
"466910","0","0","-9998","14.5","4","0","0","0","0","7.5","15","10.5","0.5","2","0","1","0","0","0","0","0","0","18","8","0","0","0","0","0","0"
"466920","0","0","0.3","43.2","22.5","17.5","0","0","0","13.5","17.5","12.5","0.6","2","0","1","-9998","0.5","0","-9998","0","0.5","68.5","2","0","0","0","0","1","0"
"466930","0","0","0","15.2","3","0","0","0","0","11.5","23.5","9.5","1.5","1.5","0.2","1","0.5","0","0","0","0","0","38","4","0","0","0","0","0","0"
"466940","0","0.1","0.6","56.5","4.9","0","0","0","-9998","17.1","27","12.5","0.9","0.8","0","1","0.5","0","0","-9998","0","-9998","1.1","5.5","0","0","0","0","0","0"
"466950","0","0","0","10","23","0","0","0","72.2","50.5","4.3","28.8","0.1","0.6","0","0.5","0","0","0","0.1","0","0","0","27.7","0","0","0","0","0","0"
"466990","0","0","-9998","4.5","17.5","2","0","0","17.5","11.5","46.5","9","28.5","20.5","13","-9998","2","0","0","0","3","0","0","0","0","0","0","0","0","0"
"467060","0","0","0.2","34","51.8","1.2","0","0","1.3","8","26","7.8","4","6.1","0","-9998","0.4","0","0","0","-9998","0","0","0","0","0","0","0","0","0"
"467080","0","0","0.1","11.5","11.2","6.4","0","0.5","35","0.5","3.3","7","2.3","2.5","0","0.7","-9998","0","0","0","0","0","0","0","-9998","0","0","0","0","0"
"467110","0","0","3.2","6.2","4.5","0","0","0","0","0","5.2","71","1.7","2.5","3","0","0","0","0","0","0","15.6","0.1","13.1","20.1","5.2","0","0","0","0"
"467300","0","0","0","0","0","0","0","0","0","0","0","78","3","0","0","0","0","0.5","0","0","0","5","-9998","27.5","27","0","0","0","0","0"
"467350","0","0","0.1","0","-9998","0","0","0","0","0","0","43.3","1.2","-9998","0","0","0","-9998","0","0","-9998","0","-9998","4.7","37.2","0","0","0","0","0"
"467410","0","0","0","0","0","0","0","0.5","0","48","0","-9998","11","5.5","0","0","0","0","0","0","0","-9998","6.5","115","47","0","0","0","0","0"
"467420","0","0","0","1","0","0","0","0","0","32.5","0","3","25.5","1.5","26","0","0","0","0","0","0","0.5","5","76.5","35","0","0","0","0","0"
"467440","0","0","0","6","0","0","0","0","0","6","0","0","22","2.5","0","0","0","0","0","0","-9998","4.5","31","13","1.5","0.5","0","0","0","-9998"
"467480","0","0","0","14.5","-9998","0","0","0","0","0.5","0.5","1","2","28.7","1","0","0","0","0","0","0","-9998","-9998","27","6.5","0","0","0","0","0"
"467490","0","0","0","4.9","1.2","0","0","0","2.3","14.4","1.3","17.8","0.4","5","0.1","0","0.1","0","0","0","10.4","0","0.3","2.7","11.7","0","0","0","0","0"
"467530","0","0","0","0","0.6","6.4","6","0","0.4","14","1.5","17.5","8.5","7","34","12.5","0.5","24.5","0","0","1.2","0","7.7","33","11.8","0","0","0","-9998","0"
"467540","0","0","0","0","0","0","0","0","0","0","0","20.5","91","84.5","9.5","0","0","0","0","13.5","85.1","133.2","27.6","4","12","0","0","0","0","0"
"467550","0","0","0","0.5","1","19.5","1","0","0","11","1","2","14.5","19","1.5","14.5","2","1","0","0","11","0","0.5","18","13","0","0","0","0","6"
"467571","0","0","0","0","19.7","0","0","0","0","29.3","2","43","0","4.3","0","0.4","0","0","0","0","0.7","0","15.4","0","0.1","0","0","0","0","0"
"467590","0","0","0","0","0","0","0","0","0","0.5","0","12","59","28.5","6","0","0","0","0","0","3.5","51","11","8.5","0.5","3","0","0","0","0"
"467610","0","0","0","-9998","17","-9998","0","0","0","0.4","0","4.8","116.8","83.6","17.6","0","0.1","0","0","0","30.5","3.5","1.5","0","0","0","0","0","0","0"
"467620","0","0","0","0.5","2.5","0","3","0","0","0","0","10.1","25.6","13.4","4.4","4","0","0","0","0","0","3.6","0.9","0.2","0.6","0","0","0","0","0"
"467650","0","0","0","14.5","7","0","0","0","30.5","5","9.5","4.5","4.5","18.5","8.5","2","1.5","4","-9998","0","1.5","0.5","17","4.5","3.5","0","0","0","0","0"
"467660","0","0","0","-9998","8.5","0","0","0","0","0","0","37.2","88.8","100.5","12.7","0","7.5","1.6","0","0","102.5","48.5","4.5","0","5.1","0","0","0","0","0.1"
"467770","0","0","0","0.3","1.2","0","0","0","0.5","17.5","3.6","10.7","15.5","4.5","0.8","0","-9998","0","0","0","0.5","0","0","2.3","13.5","0","0","0","0","0"
"467780","0","0","0","-9998","0","0","0","3.5","0","4.5","0","2.5","7","2.5","0","0","0","0","0","0","0","0.5","8","42.5","9.5","0","0","0","0","0"
"467990","0","17","6","17.5","-9998","0","0.1","10.5","0","10.5","19","84.5","2.5","1","-9998","0","0","0","0","0","-9998","0","0","-9998","0","-9998","0","0","0","0"
