"stno","2013-05-01","2013-05-02","2013-05-03","2013-05-04","2013-05-05","2013-05-06","2013-05-07","2013-05-08","2013-05-09","2013-05-10","2013-05-11","2013-05-12","2013-05-13","2013-05-14","2013-05-15","2013-05-16","2013-05-17","2013-05-18","2013-05-19","2013-05-20","2013-05-21","2013-05-22","2013-05-23","2013-05-24","2013-05-25","2013-05-26","2013-05-27","2013-05-28","2013-05-29","2013-05-30","2013-05-31"
"466880","32","0","-9998","0","0","17.1","0.2","4","0.5","0","152","39.5","0.4","1","10","1.5","12.5","-9998","0.5","29.1","21","23.5","5.5","-9998","0","0","0","0.9","0","0","0"
"466900","30.5","0","0","0","0","0","0","0","0","-9998","237.5","45","0","0","3.5","5","38.5","0","8.5","21.5","18","47.5","0.5","0","0","0","0","0","0","0","0"
"466910","52.5","0","0","0.5","0","-9998","1","-9998","0.5","0.5","290.5","47.5","2","0","5.5","8.5","42.5","0.5","9","27","25","51.5","1","0","0","0","0","0","0","0","0"
"466920","38","0","-9998","0","0","4","0","0","-9998","0.5","155.5","39.5","0.5","0.5","7.5","2","17.5","-9998","0.3","24.5","23.5","23.5","1","0.1","0","0","0","-9998","-9998","0","0"
"466930","49.5","0","-9998","0","0","2.5","5","0","0.2","0","226.5","43","2","0","5.5","5.5","31","0","6","24.5","29","29","0.2","0","0","0","0","0","0","0","0"
"466940","41.3","0","0","-9998","0","0","-9998","0","0.2","2.1","193.5","58.5","7","0","13.1","2.7","7.5","-9998","0.2","48","16.7","29.2","-9998","0.9","0","0","0","0","3.6","0","0"
"466950","13.5","0","0","0.3","15.2","3","0","0","-9998","3","17.6","6.3","0.4","0","0.6","0.8","17.6","0","73.5","163.5","29.3","15.6","3","0","0","0","0","0","0","0","0"
"466990","13","0","0.5","7.5","45.5","162","37.5","23","16","0.5","19","7","4","1","1.5","-9998","23.5","5","2.5","6.5","22","1.5","16","10","0.5","0","0","0","-9998","0.2","0"
"467060","18.6","0","0.8","11.2","29.4","55.8","6","4.1","0.9","0.8","13.9","16","2.7","0","7.3","0.1","9.8","0.4","2.2","1.5","36.2","12.1","22.4","2.8","0","0","0","0","0","2.1","0"
"467080","11","0","-9998","3.1","6.5","8","7","-9998","-9998","7","25.4","49.5","10.6","-9998","5.4","0.6","10.1","0","0","1.1","25","10","35.3","14.8","0.1","0","-9998","0","-9998","-9998","0"
